protein_id	organism_name	gene_symbol	entrez_id	redundant_ids	percent_coverage	protein_score	num_peptides	is_contaminant	Plex_1_BLANK_131C	Plex_1_BLANK_132N	Plex_1_Female_TT_1	Plex_1_Female_TT_2	Plex_1_Male_TT_1	Plex_1_Male_TT_2	Plex_2_BLANK_131C	Plex_2_BLANK_132N	Plex_2_Female_TT_1	Plex_2_Female_TT_2	Plex_2_Male_TT_1	Plex_2_Male_TT_2	Plex_3_BLANK_131C	Plex_3_BLANK_132N	Plex_3_Female_TT_1	Plex_3_Female_TT_2	Plex_3_Male_TT_1	Plex_3_Male_TT_2	Plex_4_BLANK_131C	Plex_4_BLANK_132N	Plex_4_Female_TT_1	Plex_4_Female_TT_2	Plex_4_Male_TT_1	Plex_4_Male_TT_2	Plex_5_BLANK_131C	Plex_5_BLANK_132N	Plex_5_Female_TT_1	Plex_5_Female_TT_2	Plex_5_Male_TT_1	Plex_5_Male_TT_2	Plex_6_BLANK_131C	Plex_6_BLANK_132N	Plex_6_Female_TT_1	Plex_6_Female_TT_2	Plex_6_Male_TT_1	Plex_6_Male_TT_2	X90217017702	X90218017702	X90222017702	X90223017702	X90225017702	X90227017702	X90229017702	X90231017702	X90232017702	X90234017702	X90237017702	X90239017702	X90245017702	X90248017702	X90251017702	X90252017702	X90254017702	X90255017702	X90256017702	X90258017702	X90259017702	X90265017702	X90266017702	X90267017702	X90280017702	X90281017702	X90283017702	X90289017702	X90290017702	X90292017702	X90406017702	X90408017702	X90410017702	X90412017702	X90416017702	X90420017702	X90421017702	X90422017702	X90423017702	X90426017702	X90430017702	X90432017702	X90439017702	X90441017702	X90444017702	X90445017702	X90449017702	X90450017702	X90559017702	X90560017702	X90564017702	X90567017702	X90569017702	X90571017702	X90574017702	X90576017702	X90578017702	X90581017702	X90585017702	X90587017702
NP_001100158.1	Rattus norvegicus	Sh3bgrl3	298544	NP_001100158.1	38.7096774193548	4.103e-15	3	FALSE	NA	NA	19.7222163465974	19.8120796364482	19.9152821430917	19.6792377342844	NA	NA	17.9863453229756	18.4622872198577	17.9698808452676	18.1007029368152	NA	NA	NA	NA	NA	NA	NA	NA	18.5862908975031	18.9288638966762	19.1415197457307	19.3684787098913	NA	NA	19.6890927623252	19.8454679680834	19.5720022772544	19.3668467992794	NA	NA	19.8395654224334	20.5467868685326	20.6173098879138	20.1607055994067	19.220722512025	19.1770347572973	20.0662553422102	19.2685253700299	NA	19.8668151974155	20.5049743053474	18.5161604229353	NA	19.1003358212711	18.5346708358541	19.4806652202684	20.0949147543042	18.1550199852283	19.9383236010957	NA	18.7514337305938	18.8261417782485	18.7838752551016	19.5989561557044	19.1363199728766	18.9236442241705	20.0728163093402	NA	19.588580236629	19.3626202638137	18.7881233098292	19.8630929703672	17.847541822198	NA	19.0710259883721	18.6715413776852	NA	18.9550745774282	19.2987028122432	19.2998499678675	17.9545823378186	NA	18.8912136311476	19.8021090098059	19.5234983635469	19.2081409856318	19.8242849916794	19.2680322685163	17.4849546329585	NA	19.6105017587047	19.832063882469	NA	18.75948232916	18.7456109106159	20.1587538726119	19.1053186520406	19.6570039773019	NA	17.6010247040842	19.9328847742107	19.0309140331169	19.4961672302077	18.582193630546
NP_001100159.1	Rattus norvegicus	Zfp593	298546	NP_001100159.1	8.95522388059701	5.2382e-17	1	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.74469931420784	10.6071175930298	14.4728310662437	14.9085985579228	14.6775533874411	14.5878970328965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.0014587758017	NA	NA	NA	NA	NA	NA	14.8463557022388	NA	NA	NA	NA	NA	NA	14.9415547719907	NA	NA	NA	14.4789623282179	NA	NA	14.7539030362694	NA	NA	NA	NA	NA	NA	NA	NA	14.4659457765788	NA	NA	NA	NA	14.6883841893926	NA	NA	NA	NA	NA	NA	NA	15.0822438648258	NA	NA	14.6646811590793	NA	NA	NA	NA	NA	NA	NA	14.8037255087964	NA	NA
NP_001100171.1	Rattus norvegicus	Pin1	298696	NP_001100171.1	24.2424242424242	1.9464e-20	4	FALSE	12.8294512133547	15.1482787541522	22.5353361143855	22.6480785371616	22.7001448896453	22.4884457626433	NA	14.8611702851542	22.5982931443836	22.7081437109897	22.6590670637145	22.7749815216492	NA	13.1817920701354	23.4883194682265	23.2363095610253	23.4500662166316	23.4172538952689	13.7982287663074	15.7855296073679	24.0789497318805	24.2047447568531	24.4275395570567	24.258825335422	16.9554266257474	16.881935927826	22.1214612439366	22.1295482334476	22.1302632436381	22.0958579909246	17.7992026840277	18.6378775210309	23.3779343538448	23.239262373	23.0942942511686	23.0200094027685	22.912189400489	22.8625470296646	22.1329741278945	24.2638991476961	23.8856283943043	22.4678127607317	22.8109250415546	22.5444977335589	23.4971725504426	22.6245960036463	24.207503803469	21.6812808577955	22.4238641294324	22.4426501868275	22.2783232658901	23.6205944262194	22.6269316488101	23.9225942842695	23.2656309635572	22.0696099606627	22.9072625585103	24.1103768934131	21.9281019540661	23.26264926521	24.4001443385531	21.9039773171193	23.2499399485629	22.474446183617	22.4413971710917	23.5488085414184	22.0949065867331	22.3909166272679	23.3346358481266	23.843484805897	21.9792006185504	23.0407962776476	22.5134902299413	23.30573089256	24.2913084881075	21.8546878760946	22.8011547831478	22.2865464081637	22.9707413628488	22.20582552448	22.3369758247492	23.2039842748499	24.1915644419095	21.9291783132853	23.2690066480385	24.0194018844298	23.0351938873439	22.1921764114465	22.49999563139	22.1671533650658	23.24298808075	22.447537945345	22.5811852469183	23.9598137859755	21.9291797114065	23.1325841878989
NP_001100206.2	Rattus norvegicus	Fkbp3	299104	NP_001100206.2	54.0178571428571	1.8706e-23	22	FALSE	16.9333332329552	19.4496378012066	26.1793447190334	26.1195003577936	26.3939798231726	26.1189074700402	19.1684033161311	19.914492772555	26.1364918982684	26.5310100576598	26.877396866235	26.9311957312328	15.9966996644712	18.3339613987043	26.1277944792675	25.8773705953462	26.1943583862453	26.0904946318452	15.8411208080739	17.5454385841264	25.0577948495566	25.1936640410212	25.4668110807443	25.3121174064783	19.2458540872953	20.4663019744332	26.7045448997373	26.8097704267264	26.5268842979946	26.5361102013493	17.4255912011054	18.4862222094465	25.4451446992138	25.6871723004958	25.6684163386442	25.8571059821804	26.2154556687653	25.6298955054071	27.3006917937184	25.4435387129352	26.4270887350887	26.3500403701127	26.4589215118827	26.5910378281081	25.8485715129844	27.1874259919163	25.3542161843132	26.7864709518008	26.4081308313449	26.5137965585661	26.1402187049936	26.2262498581267	26.6588846508994	25.2089927601269	25.770847390732	26.8191086335847	25.6786343781116	25.2973930312283	27.0294318458258	25.8791631889254	25.4532124288437	26.8353925120106	25.942076357222	26.3407977663782	26.6781554549554	26.1709686999251	26.1386946617661	26.6524387421704	25.9528365150573	25.1334625551443	26.7198416429037	25.8744488209281	26.4617103675569	25.7360769364927	25.5425393514132	26.8501679581426	26.1950259714392	26.127977531585	26.2888708348357	26.0516564197358	26.5554211198648	25.8380069707594	25.4432612130026	26.927188996562	25.7980718441677	25.2696346966209	25.5059262690068	27.2231541622494	26.5899896220191	26.1633486550265	25.9442273624186	26.6620444953467	26.4640871385269	25.1835958572069	26.6499913096346	25.5550806452526
NP_001100210.1	Rattus norvegicus	Ppp2r5e	299147	NP_001100210.1,XP_006240284.1	8.62470862470862	1.9824e-15	3	FALSE	NA	13.5668805436709	20.3228530154685	20.5293260948327	20.3984698732437	20.2664532879218	NA	NA	NA	NA	NA	NA	NA	15.5654478314055	21.5751820981612	21.5247131953235	21.6827228041379	21.5094367267266	NA	NA	NA	NA	NA	NA	NA	11.1655791061642	20.8718560612803	20.9194740430915	20.8773159659629	20.8654334408089	NA	NA	NA	NA	NA	NA	NA	NA	21.6135255244774	NA	21.8140807823205	20.7463081159661	20.9537823351375	NA	21.4228806497644	NA	NA	21.3322123418444	20.6600220148488	NA	20.4209272207602	21.6689710031136	NA	NA	NA	21.3619948876209	NA	NA	21.5567222354209	21.6795123960428	NA	21.4221734575205	NA	20.8823642608201	NA	21.7462179867746	20.5676936542617	NA	21.7257375998515	NA	21.1205934401185	NA	NA	21.8762668858322	NA	21.2328669046173	NA	20.7899115817545	NA	20.5749136544498	NA	21.6207620133465	NA	21.2833853635955	21.6324862108944	NA	NA	21.4577072047402	NA	20.4620540966777	21.610737357673	NA	20.8022770720125	NA	21.0901199422984	NA
NP_001100216.1	Rattus norvegicus	Acyp1	299203	NP_001100216.1,XP_017449587.1	64.6464646464647	3.7674e-17	9	FALSE	12.1920184297076	16.0641775227055	23.9211498629919	23.8798879657219	23.9556196048993	23.9703860463639	16.1362457887415	17.8263447746574	23.5002174050807	23.9207087359356	23.8965221035544	24.0746819757975	13.0040167608168	16.182309381503	23.3560909219035	23.0640732162145	23.3792795991671	23.1792682920924	10.2641376080632	15.9800759673125	23.2510431358063	23.284547705618	23.7525806837012	23.4400210476791	11.3539517747341	16.9808746871698	24.4508740729533	24.5004639709118	24.4273380454557	24.4225458461982	15.4858557176267	NA	21.3145681928899	21.4690293850183	21.6518014324139	21.5574111597244	21.8442486940972	21.44666396743	25.0047300855309	23.6372627484616	23.7400553433854	24.2275173822095	24.0923516893197	23.8906124470642	23.2191255988638	24.2052535487901	23.2232174421776	24.5228877587602	23.9647407174687	23.7387590312616	23.8811672652516	23.4296423000517	23.8250996975553	23.2940267200858	21.5041834836527	24.3995373413568	21.4657835495737	23.4059527356269	24.7839014460787	23.2041279843348	23.5559645696251	24.4916245550202	21.6836319276497	24.2079407260521	23.8895335602106	23.3434664599041	23.9236750617527	23.8080792814686	23.2469709772182	23.1291552904884	24.4335787138003	21.6043007076592	23.809037464954	23.08190681746	23.495585206632	24.4263480514144	21.7722396531319	23.905274214767	22.0229078928153	23.7484601284246	23.7508385385584	23.0677509305345	23.3900640578765	24.4493063549336	23.1149386090488	23.2471724445663	21.2828634741067	24.7798182469671	23.8194382004892	23.9014362196996	23.2364611827123	23.8737557620492	24.0525479115794	23.0854884427377	24.4271271727371	21.4287030638211
NP_001100226.1	Rattus norvegicus	Ndufb11	299310	NP_001100226.1	42.3841059602649	4.7652e-24	9	FALSE	11.9784244654409	15.3846778640455	24.3484443423659	24.4963286259139	25.1336800888975	24.7507042796647	NA	13.4875649813046	21.4258348076082	21.7475344771482	22.3144628315688	22.2173541242132	15.1278976223577	17.4110722438994	24.0543378833685	23.5804210421851	24.2090464050929	24.1845305810633	17.0201370213386	16.661869376515	23.0111052615047	23.251002251915	23.5468151774963	23.4229855762732	NA	13.5707510826314	21.6855929021507	21.7041040760059	22.1058685907645	22.0660223951623	19.4004539162184	19.4165741917212	24.0950181863438	24.4520022701007	24.4080436324033	24.5072556851626	24.569803428358	23.7376335391463	23.2786276730387	23.4303642449943	24.874180997257	24.8761864673692	25.0789222090714	22.3940291313791	23.3151391587209	23.152735761048	22.9351401007379	22.6835982498074	24.7843675790129	22.2216149977411	24.6812924241618	24.4120491119369	22.6926723751343	23.0120574018916	24.3356936406595	22.5672533520788	23.9394643417514	23.0190906277474	22.8641879189827	23.6769691179418	23.4912275908613	22.6321965513229	23.8806244872921	25.4218555806338	22.1855814810422	24.4610136823178	23.7550598954256	22.6125524403926	23.8274726099719	22.6118574817991	22.5374008941888	24.6835038048148	22.3689316317995	23.5871895144649	23.4116682308829	22.4435404467526	24.763162145138	24.0053628150235	24.8123500786044	24.1045916499542	22.2188175722281	23.5372708700052	23.3504060704671	22.7010478920409	23.3477513869362	22.9155551628451	23.8788335506362	23.0819605862209	22.2940343649386	23.9753800763781	23.9365939053808	22.1761081740794	25.2033648842195	22.9391755677139	22.4012460611019	24.0946726318909
NP_001100242.2	Rattus norvegicus	Ndufa7	299643	NP_001100242.2	69.6428571428571	1.265e-17	14	FALSE	15.5909638720325	17.983512540155	25.1492671307513	25.1742890490456	25.5014108978139	25.2650475909874	17.8903243722271	18.7201059858149	24.0879040383688	24.2384833577192	24.6092690318366	24.6432592969722	16.3369102738275	17.5551262250327	24.8593555826157	24.5024549056394	25.1649826448027	25.1114142494092	16.3695550898527	17.0847885647261	25.1711588096281	25.3366783935986	25.4325589085608	25.676069197937	17.8277411371436	17.3701068817688	25.2686412282587	25.6930048506945	25.8680049581133	25.9505357434531	17.4104673346162	18.3999598686977	24.7343360739984	24.7604712274173	25.0471350791742	25.0920146928484	25.1434044155754	24.2742500854894	27.0233014763369	25.4751988478857	25.7724111924236	25.4788789928054	25.4354673749926	24.5314003500002	24.196002975958	25.3917617485933	24.8719499030904	25.8246485359433	25.2389341180461	24.3082734991162	25.2598891071233	25.2914203456023	24.738625518324	24.8548274218345	24.5958211688192	25.5335005699137	24.4232713020648	24.9033886091141	26.2350217328394	24.6503048743055	25.5834082798454	25.7359612152476	24.099731551244	25.7397670994288	24.3944162078248	25.5009941184573	24.7123284550243	24.7501415257974	24.8995605473061	24.6836304237707	25.7555598806818	25.1302848482889	24.3061427639342	24.5600395896186	25.0762421093324	25.6414752407801	25.3962165234566	24.9137560784675	25.2644871088962	24.9078294877462	24.3145776712423	24.6291892372711	25.4587310842607	25.8844551324603	24.3154637382851	24.9757717165561	24.1679559344794	26.4423186059997	24.4560795510436	24.8188991956774	25.0340895705419	24.3179833623154	25.5922034133868	24.8493009716559	25.3402203358272	24.4788535797775
NP_001100251.2	Rattus norvegicus	Ndufa12	299739	NP_001100251.2	82.7586206896552	5.294e-23	22	FALSE	17.6827778532616	19.0290103315154	26.4585667297967	26.6475575800266	26.9490887694237	26.7121350890844	20.1195254756144	20.2683572975982	25.5274374215803	26.1387047456564	26.7942514808635	26.7919631300758	18.655574884332	19.1504043818284	26.7026070301982	26.360908522074	26.8821983918165	26.9908054913571	18.6177549884456	18.8232760486066	26.1724831631369	26.1874607409035	26.72018475435	26.6083710800863	17.9618689913203	18.2150341053247	25.3221177290686	25.6471614939724	25.7000483492316	25.8556554549695	18.7588251665023	19.5382288766641	25.8669266207535	25.8410001973899	26.0754975795348	26.1540525932842	26.3121738128999	25.5290454442167	26.4813244856421	26.567141210492	27.5721618669607	26.746156635664	26.7190942773237	26.2789317369043	25.9936556186508	27.3640194050131	25.8657110178873	25.7771275104482	26.4554222202754	25.9258437893978	26.4920617938757	27.0206244238419	26.6414611980803	26.0159042470592	25.891199862164	25.4498188385534	25.6178898642719	26.0083508006207	25.8775779212045	26.3872890324541	26.6429620026251	25.6730702776063	25.4926933722226	27.0408044419113	25.9649554188938	27.1530797839837	25.94036079907	26.2945854449127	26.5877086204224	25.7179585904217	25.5286283730615	26.3445118997546	26.0132020143381	26.1848672876203	26.2975548068783	25.6013785628751	26.5480709485325	26.1619865059881	26.5262627775911	26.0392729349754	25.9649392760731	26.2963232658705	26.4775966191297	25.8072598252934	25.9413234180038	26.058645467086	25.4786715577918	25.9357253702267	26.2267818734594	26.0324495597591	26.6721622730192	25.876231538258	26.8998489032395	25.8541869220211	25.3797567898329	25.6473817453732
NP_001100264.2	Rattus norvegicus	Pfdn5	300257	NP_001100264.2	56.4935064935065	3.023e-22	9	FALSE	NA	12.2380434231817	23.0819593545876	23.1800141389816	23.1306121122828	23.0230612903566	NA	NA	19.4886238891125	21.0681459331987	21.0883316835811	21.1072706325456	14.3418926524246	16.5527517895692	23.7366707520678	23.5792746305058	23.686401962997	23.7147269677803	14.6504796137845	16.8596370593923	23.8200609023618	23.9358298285814	23.9328609849478	23.8225854428717	15.8326977013301	16.975410938575	22.9791198232824	23.0062735646993	22.8640305526982	22.8918735889356	11.4051627416673	16.2365051375691	22.1548720008669	22.1184706866983	22.1922773768962	22.2134840929615	22.614476333148	22.5233817524482	23.2947978718234	23.8012718453538	23.7155674200615	24.3709276116773	24.1493229733308	21.4053673392976	23.2802218756571	21.6545047264739	23.7315642871884	23.0851762864155	24.2113679293535	21.3666046940887	24.1866633518006	23.6894105028736	21.4169965197351	23.7954887818273	22.4532024267385	23.0224164829802	22.3998796800079	23.7969963931692	23.1992393616774	23.7171716346256	23.7862987294216	23.1278108178657	22.648576146234	24.1591640577527	21.4009379578808	23.8328108927344	24.4394233030198	21.4792398299804	23.7619707266934	23.6116033058918	22.9573171067993	22.5711809495539	21.260014717967	23.7462215496851	23.6340130723152	23.1250572376445	22.5610607882043	24.326853942923	22.7369054051743	24.038424948985	21.3619813826829	23.7337206135407	23.7276985261385	23.1159803271087	23.8117023702945	23.6457987937922	22.3246053026321	23.2748855615157	21.3660699863327	24.44543073833	23.6703978960428	21.5851725289905	24.2060979244635	23.7560064300912	23.0250703942554	22.2134461771758
NP_001100274.1	Rattus norvegicus	Tmem205	300441	NP_001100274.1	8.994708994709	6.2192e-11	1	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.1062063118814	12.2797179377107	17.980192305126	18.2277645087623	18.2278816676695	18.2113417444356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.283336864714	NA	NA	NA	NA	NA	NA	18.0434533840613	NA	NA	NA	NA	NA	NA	17.9277346824335	NA	NA	NA	17.8168441653247	NA	NA	18.3959685955663	NA	NA	NA	NA	NA	NA	NA	NA	17.9999131530267	NA	NA	NA	NA	18.292589812246	NA	NA	NA	NA	NA	NA	NA	18.3145623127952	NA	NA	17.9576393009657	NA	NA	NA	NA	NA	NA	NA	17.9915031346744	NA	NA
NP_001100276.1	Rattus norvegicus	Prkcsh	300445	NP_001100276.1,XP_006242696.1	11.8095238095238	1.7577e-16	7	FALSE	15.8241699238705	15.0715294007314	22.9413442848519	22.662936950674	22.5784993861116	22.4163204489455	18.1792948811184	18.1514504142182	22.9532656760217	23.2426705633007	22.9991738563793	23.1769942557825	NA	NA	21.3380601947414	21.0605054298383	21.3476582336593	21.15839466671	10.5528611879268	NA	22.1285213844708	22.2742179487377	22.3958671035772	22.3204135198613	15.7188346545946	16.4016393653901	23.343800094092	23.4046115363639	23.599374115498	23.4830755197853	NA	16.5669729758162	22.5936483370706	22.6629563983573	22.8633501554981	22.7842667821322	22.9031719247913	22.6471284587156	23.9073471441796	22.4539929648586	21.7778523729046	22.9378266173597	23.0452650617379	23.3971532877147	21.3262770696534	23.5675973367311	22.1768431682852	23.5000143483355	22.8887690150073	23.2235236662977	22.9793550251669	21.5831779098141	23.4206890206679	22.2657026411417	22.6954028892355	23.4656478030548	22.8352758864739	22.3791377344133	23.8902148938641	21.5486244868999	22.4652763293169	23.5100653407852	22.4004360940198	22.815043331735	23.131239843229	21.6171036301565	22.724413164929	23.4156144424497	21.4650984037672	22.097283397737	23.5875986291918	22.7951767831458	23.2392741090856	21.5186396766349	22.3646501062526	23.4073441367449	23.1349009657588	22.6268868537822	23.2018389695487	22.6491508408906	23.0617906893694	21.2595647234072	22.4973528008836	23.527769992239	21.4216811953599	22.2187198216907	22.7239462481041	23.8987023691129	23.4863503080981	22.7801895689675	21.2855928568842	23.2339712663742	22.7293913712989	22.3014088070516	23.4652097524494	22.647778395563
NP_001100303.1	Rattus norvegicus	Lactb	300803	NP_001100303.1	14.3636363636364	2.3305e-15	10	FALSE	NA	13.5225839831478	22.7225933756512	22.4994457256798	22.4593665839646	22.34811169885	17.0553563734222	14.7669434582216	21.3994794207098	21.1409607945813	20.9890047004279	21.2966463382033	13.2084797663563	13.9983691783872	20.16617360324	20.1398401442769	19.9929049595202	20.01263288575	15.2132253760219	15.6253172991152	21.910959628215	22.0589604068732	22.1191993741723	21.9483789995505	12.4874657485749	14.3144147217603	23.4318203166279	23.5158152003104	23.5045915996445	23.577249669698	12.2773397128619	13.8530453620555	19.9129482771484	19.9771417961467	20.2534615312741	20.1941611061857	21.0203368355983	20.5032828961586	23.5003159676537	22.1476192649327	20.391522789579	22.7383179765139	22.6137034724634	21.5879882564817	20.414828459861	21.5132010483239	21.9234101623617	23.6098103834751	22.5469986319227	21.2370964228197	22.5546773115719	20.240681260522	21.4506474288497	21.973904809422	20.6571679487207	23.4092822733259	20.3968504784556	22.0475145908942	23.6091217244276	20.4822886346706	22.0638184869085	23.700951913254	20.5154411640149	22.4791452814462	21.3028476028084	20.4886050029682	22.6271749066743	21.3485002841666	20.4158689642946	21.7074814266076	23.5215345286634	20.992908125772	21.3222941706092	20.2062888020033	22.0795332963351	23.6006463704024	21.060651606633	22.6243074844216	21.2662419199315	22.5375333048353	21.0668500488532	20.3850583558154	22.1026750676513	23.5692774106378	20.29269484834	21.9373898487388	20.2357446216793	23.5306601897532	21.3086055375287	22.5530413104175	20.4449402156471	21.1518465676712	22.4172657631245	21.8853153329192	23.4456347028307	20.3617657683008
NP_001100310.1	Rattus norvegicus	Gsta4	300850	NP_001100310.1	5.85585585585586	3.6891e-12	1	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.6913989408169	10.8040584004777	15.7302437695749	15.9981315818774	16.7347662389686	16.5689764948554	NA	11.4445179930197	18.1002777066114	18.3104947413727	18.2997849631354	18.3439607718576	NA	NA	NA	NA	NA	NA	NA	NA	19.236627520922	16.5371144846471	NA	NA	NA	NA	NA	NA	15.5005745853354	18.701595283447	NA	NA	NA	NA	NA	15.6838343207897	NA	18.4847693301941	NA	15.8204656974867	18.9247786436605	NA	16.6445958040294	18.5911815815331	NA	NA	NA	NA	NA	NA	NA	15.8182338935454	18.6773312265117	NA	NA	NA	15.9688755513253	18.4680954712286	NA	NA	NA	NA	NA	NA	16.3505146853451	18.3493291375659	NA	15.8234122738016	NA	19.0523476806037	NA	NA	NA	NA	NA	15.7388960551832	18.363247706141	NA
NP_001100321.1	Rattus norvegicus	Nck1	300955	NP_001100321.1	8.22281167108753	3.1419e-21	2	FALSE	15.2955741660514	15.267503245654	21.0488286569834	21.04759040563	20.8918864144659	21.0360515579664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5415153234461	13.2387376075792	19.5273521294318	19.5646950354231	19.5235403441066	19.5022920557185	19.6867706173835	19.5031318035413	NA	NA	NA	21.2466326265587	21.2574816845256	NA	NA	NA	NA	NA	21.0869948624783	NA	21.1567822543169	NA	NA	NA	19.7083043236899	NA	19.6449585883819	NA	NA	NA	NA	NA	19.5583250219774	21.1998202458913	NA	NA	21.4447153718024	NA	NA	NA	NA	19.6752119244111	NA	NA	NA	NA	19.6890056136163	21.2564680526917	19.630222982349	21.0779858770192	NA	NA	NA	NA	NA	NA	19.5441440681377	NA	NA	21.3577516504127	NA	NA	21.1959394396914	NA	NA	19.6341466138174
NP_001100322.1	Rattus norvegicus	Mrpl3	300974	NP_001100322.1	6.89655172413793	7.9482e-14	2	FALSE	NA	NA	22.6274822616542	22.611755017287	22.9218705378148	22.6923469974557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.8973624011334	23.1640214571541	NA	NA	NA	NA	NA	22.9396302799988	NA	22.8085249947813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.1981571092091	NA	NA	22.2456694536231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.5000270065493	NA	22.3380146043051	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.3291274076274	NA	NA	23.2698360306033	NA	NA	NA
NP_001100338.1	Rattus norvegicus	Hhatl	301073	NP_001100338.1,XP_006244153.1	31.2127236580517	1.8206e-28	17	FALSE	16.0222611675664	14.586376559716	24.8625756188183	24.873642946606	24.765187595556	24.7725210048528	14.3104956289297	15.6457943540848	24.7032396788721	23.9945099877733	23.8326008689588	24.0466523972938	15.3283183463148	13.4840210343903	25.4530575132669	25.4872556056827	25.3378906230197	25.3305299361084	18.010505432476	18.5809030307044	25.5576318782377	25.6766731948406	25.3731450674688	25.4214407986195	14.896837561493	17.8437957028816	25.1803699849253	25.9220100871658	26.1192518524312	25.9971774510159	17.4342116107945	19.0296744355089	25.5316899099024	25.5179024120468	25.3857638255589	25.426772977098	24.6553138963848	24.2352696295922	25.0260668597933	24.7807490176102	24.8754250331379	24.5530059926984	24.7101744756741	23.4340224084968	25.2082008475076	23.4984271630201	25.3250294181	25.3388818973658	24.4803269346237	23.4602573667945	24.6102459772064	24.8788676383559	23.5038539917681	24.9227287745795	24.8431509551802	24.941844804407	24.6046112866028	24.9552332398059	25.2909660416921	25.0087740837663	25.0597603655684	25.2206543887644	24.4773294453109	24.4174544521324	23.4019159232934	24.932702123659	24.609520376347	23.6214937493883	25.1109491238384	24.9917967486321	25.2490839640777	24.635342163445	23.547963684856	24.9492664890991	24.9305583187936	25.2377629740278	24.7320372970054	24.6135733873329	24.5958213491849	24.4324330430808	23.3343941456125	24.892830589218	25.070342879953	24.9900939708225	24.9161117549851	25.179516673296	24.8132813360752	25.3997576251667	23.7263126974897	24.7372445904644	25.0820267492207	23.5841252790463	24.5137383070769	25.0749694790401	25.3845665250808	24.7142249194354
NP_001100340.1	Rattus norvegicus	Fyco1	301085	NP_001100340.1	10.1998621640248	1.0627e-17	12	FALSE	12.5075543361567	14.5001671697806	20.7876536567069	20.8875115269382	20.6876224003618	20.5136131558988	14.4043532714561	16.6946333453692	24.447704274692	24.3864783614337	25.2008514854296	25.2419585016858	NA	NA	NA	NA	NA	NA	NA	8.39437694495705	15.0056276191278	15.2085449220307	15.385782203761	15.1790246241203	NA	15.0295206106072	21.0693016862777	21.2885133882643	21.3096204378471	21.1699950524793	12.5560245970152	14.8840994321848	21.9436463390898	21.9180593066154	21.8998621693898	22.0350279750041	22.2734458457107	21.7733139135951	22.4742237748966	14.8569808282078	NA	20.5440493029853	20.8336967442003	24.6776495565591	NA	24.7393714239888	14.696862688034	21.0902472007096	20.822183106841	23.9137469025625	20.4971941211511	NA	23.8024615500159	14.5225171675743	22.0998095530846	20.9968524440442	21.8794877730199	14.9042912163709	22.0559398554839	NA	14.8544661720613	20.9257625409832	21.9718805481814	20.4905922321897	24.2064341326234	NA	20.4876426198758	24.6528817866813	NA	14.3701145464253	20.9189266137351	22.0694930363014	24.1760303922943	NA	14.9986631443967	21.074148441798	22.076998296589	20.4214528304837	22.0844481309112	20.496958518347	23.7471508397009	NA	14.9482079678064	20.9892666206487	NA	14.7567965779564	22.1030231192681	22.412198964992	24.1078296853829	20.5153119875685	NA	23.5196627303181	20.7441734084489	14.883906668806	20.9291686492317	22.0609445192172
