"feature_set","factor","pval","padj","sign","view"
"Amino acids","Factor2",0.253088471089165,0.354323859524831,"positive","Metabolomics"
"TG","Factor2",0.348202221936421,0.406235925592492,"positive","Metabolomics"
"C24 Bile acids","Factor2",0.234334970706338,0.458505622065435,"negative","Metabolomics"
"PC","Factor2",0.287789143959916,0.458505622065435,"negative","Metabolomics"
"SM","Factor2",0.327504015761025,0.458505622065435,"negative","Metabolomics"
"C24 Bile acids","Factor2",0.484304505552538,0.521558698287349,"positive","Metabolomics"
"Amino acids","Factor2",0.417743146541419,0.531673095598169,"negative","Metabolomics"
"Unsaturated FA","Factor2",0.909824723500764,0.957065668478509,"negative","Metabolomics"
"Acyl carnitines","Factor2",1,1,"positive","Metabolomics"
"DG","Factor2",1,1,"positive","Metabolomics"
"O-PC","Factor2",1,1,"positive","Metabolomics"
"O-PE","Factor2",1,1,"positive","Metabolomics"
"PC","Factor2",1,1,"positive","Metabolomics"
"PE","Factor2",1,1,"positive","Metabolomics"
"SM","Factor2",1,1,"positive","Metabolomics"
"Acyl carnitines","Factor2",1,1,"negative","Metabolomics"
"DG","Factor2",1,1,"negative","Metabolomics"
"Dipeptides","Factor2",1,1,"negative","Metabolomics"
"LPC","Factor2",1,1,"negative","Metabolomics"
"LPE","Factor2",1,1,"negative","Metabolomics"
"PE","Factor2",1,1,"negative","Metabolomics"
"TG","Factor2",1,1,"negative","Metabolomics"
"PE","Factor3",6.80060144657073e-17,9.52084202519903e-16,"negative","Metabolomics"
"LPE","Factor3",1.23098769819195e-13,1.72338277746873e-12,"positive","Metabolomics"
"PC","Factor3",2.63996108902805e-05,0.000184797276231963,"negative","Metabolomics"
"LPC","Factor3",0.00121817935924293,0.00568483700980034,"positive","Metabolomics"
"O-PC","Factor3",0.00109054694537881,0.00568483700980034,"positive","Metabolomics"
"Amino acids","Factor3",0.184252636064821,0.368505272129641,"positive","Metabolomics"
"SM","Factor3",0.259959734574979,0.454929535506213,"negative","Metabolomics"
"Dipeptides","Factor3",0.471070664273468,0.587479123012137,"negative","Metabolomics"
"TG","Factor3",0.447163631236459,0.587479123012137,"negative","Metabolomics"
"O-PE","Factor3",0.505543070332285,0.589800248720999,"positive","Metabolomics"
"LPC","Factor3",0.664184880869185,0.71527602555143,"negative","Metabolomics"
"SM","Factor3",0.85655518789487,0.85655518789487,"positive","Metabolomics"
"Acyl carnitines","Factor3",1,1,"positive","Metabolomics"
"C24 Bile acids","Factor3",1,1,"positive","Metabolomics"
"DG","Factor3",1,1,"positive","Metabolomics"
"Dipeptides","Factor3",1,1,"positive","Metabolomics"
"PC","Factor3",1,1,"positive","Metabolomics"
"PE","Factor3",1,1,"positive","Metabolomics"
"TG","Factor3",1,1,"positive","Metabolomics"
"Unsaturated FA","Factor3",1,1,"positive","Metabolomics"
"Acyl carnitines","Factor3",1,1,"negative","Metabolomics"
"Amino acids","Factor3",1,1,"negative","Metabolomics"
"C24 Bile acids","Factor3",1,1,"negative","Metabolomics"
"DG","Factor3",1,1,"negative","Metabolomics"
"LPE","Factor3",1,1,"negative","Metabolomics"
"O-PC","Factor3",1,1,"negative","Metabolomics"
"O-PE","Factor3",1,1,"negative","Metabolomics"
"Unsaturated FA","Factor3",1,1,"negative","Metabolomics"
"TG","Factor4",3.62373267924309e-115,5.07322575094033e-114,"positive","Metabolomics"
"PC","Factor4",2.9047599254339e-28,4.06666389560747e-27,"negative","Metabolomics"
"PE","Factor4",1.7720238211133e-06,8.26944449852874e-06,"negative","Metabolomics"
"O-PE","Factor4",2.76214282175874e-06,9.66749987615561e-06,"negative","Metabolomics"
"O-PC","Factor4",9.2858796621149e-06,2.16670525449348e-05,"negative","Metabolomics"
"SM","Factor4",0.00166234171437457,0.00332468342874913,"negative","Metabolomics"
"Acyl carnitines","Factor4",1,1,"positive","Metabolomics"
"Amino acids","Factor4",1,1,"positive","Metabolomics"
"C24 Bile acids","Factor4",1,1,"positive","Metabolomics"
"DG","Factor4",1,1,"positive","Metabolomics"
"Dipeptides","Factor4",1,1,"positive","Metabolomics"
"LPC","Factor4",1,1,"positive","Metabolomics"
"LPE","Factor4",1,1,"positive","Metabolomics"
"O-PC","Factor4",1,1,"positive","Metabolomics"
"O-PE","Factor4",1,1,"positive","Metabolomics"
"PC","Factor4",1,1,"positive","Metabolomics"
"PE","Factor4",1,1,"positive","Metabolomics"
"SM","Factor4",1,1,"positive","Metabolomics"
"Unsaturated FA","Factor4",1,1,"positive","Metabolomics"
"Acyl carnitines","Factor4",1,1,"negative","Metabolomics"
"Amino acids","Factor4",1,1,"negative","Metabolomics"
"C24 Bile acids","Factor4",1,1,"negative","Metabolomics"
"DG","Factor4",1,1,"negative","Metabolomics"
"Dipeptides","Factor4",1,1,"negative","Metabolomics"
"LPC","Factor4",1,1,"negative","Metabolomics"
"LPE","Factor4",1,1,"negative","Metabolomics"
"TG","Factor4",1,1,"negative","Metabolomics"
"Unsaturated FA","Factor4",1,1,"negative","Metabolomics"
"O-PC","Factor5",6.51665743748861e-24,9.12332041248405e-23,"negative","Metabolomics"
"PE","Factor5",1.0148588305589e-08,1.42080236278246e-07,"positive","Metabolomics"
"PC","Factor5",7.3153380313761e-07,5.12073662196327e-06,"positive","Metabolomics"
"LPE","Factor5",6.70285439867801e-05,0.000312799871938307,"positive","Metabolomics"
"LPC","Factor5",9.03776286096e-05,0.0003163217001336,"positive","Metabolomics"
"Acyl carnitines","Factor5",0.0818192150991579,0.229093802277642,"negative","Metabolomics"
"Amino acids","Factor5",0.139921696475098,0.279843392950195,"negative","Metabolomics"
"Dipeptides","Factor5",0.208757198081903,0.365325096643329,"negative","Metabolomics"
"TG","Factor5",0.291130024526855,0.452868927041775,"negative","Metabolomics"
"Unsaturated FA","Factor5",0.832381312320163,0.896410644037098,"positive","Metabolomics"
"C24 Bile acids","Factor5",0.72562905044471,0.897724106987951,"negative","Metabolomics"
"O-PE","Factor5",0.807342376172034,0.897724106987951,"negative","Metabolomics"
"SM","Factor5",0.95622082112053,0.95622082112053,"positive","Metabolomics"
"Acyl carnitines","Factor5",1,1,"positive","Metabolomics"
"Amino acids","Factor5",1,1,"positive","Metabolomics"
"C24 Bile acids","Factor5",1,1,"positive","Metabolomics"
"DG","Factor5",1,1,"positive","Metabolomics"
"Dipeptides","Factor5",1,1,"positive","Metabolomics"
"O-PC","Factor5",1,1,"positive","Metabolomics"
"O-PE","Factor5",1,1,"positive","Metabolomics"
"TG","Factor5",1,1,"positive","Metabolomics"
"DG","Factor5",1,1,"negative","Metabolomics"
"LPC","Factor5",1,1,"negative","Metabolomics"
"LPE","Factor5",1,1,"negative","Metabolomics"
"PC","Factor5",1,1,"negative","Metabolomics"
"PE","Factor5",1,1,"negative","Metabolomics"
"SM","Factor5",1,1,"negative","Metabolomics"
"Unsaturated FA","Factor5",1,1,"negative","Metabolomics"
"LPE","Factor6",7.11908605353814e-06,9.96672047495339e-05,"negative","Metabolomics"
"O-PC","Factor6",6.29638180380579e-05,0.000490542942451383,"positive","Metabolomics"
"Amino acids","Factor6",0.000251859140554769,0.00117534265592226,"positive","Metabolomics"
"TG","Factor6",0.000679034941057609,0.00350958328381785,"negative","Metabolomics"
"PE","Factor6",0.0111852467936008,0.0382250629648621,"positive","Metabolomics"
"O-PE","Factor6",0.0184463198475163,0.043041412977538,"positive","Metabolomics"
"SM","Factor6",0.0508169083556069,0.112415834848835,"negative","Metabolomics"
"Unsaturated FA","Factor6",0.149485633844072,0.261599859227125,"positive","Metabolomics"
"PC","Factor6",0.190197704461109,0.295863095828392,"positive","Metabolomics"
"DG","Factor6",0.29016614940951,0.31345598099735,"positive","Metabolomics"
"Dipeptides","Factor6",0.245623120968102,0.31345598099735,"positive","Metabolomics"
"LPC","Factor6",0.291066268068968,0.31345598099735,"positive","Metabolomics"
"PE","Factor6",0.218391068964487,0.339719440611425,"negative","Metabolomics"
"Acyl carnitines","Factor6",0.484615435745939,0.678461610044314,"negative","Metabolomics"
"SM","Factor6",0.791060753517645,0.791060753517645,"positive","Metabolomics"
"C24 Bile acids","Factor6",0.714540491480429,0.833630573393834,"negative","Metabolomics"
"LPC","Factor6",0.898107899539409,0.950852458431906,"negative","Metabolomics"
"Acyl carnitines","Factor6",1,1,"positive","Metabolomics"
"C24 Bile acids","Factor6",1,1,"positive","Metabolomics"
"LPE","Factor6",1,1,"positive","Metabolomics"
"TG","Factor6",1,1,"positive","Metabolomics"
"Amino acids","Factor6",1,1,"negative","Metabolomics"
"DG","Factor6",1,1,"negative","Metabolomics"
"Dipeptides","Factor6",1,1,"negative","Metabolomics"
"O-PC","Factor6",1,1,"negative","Metabolomics"
"O-PE","Factor6",1,1,"negative","Metabolomics"
"PC","Factor6",1,1,"negative","Metabolomics"
"Unsaturated FA","Factor6",1,1,"negative","Metabolomics"
"O-PE","Factor7",6.37210809458244e-05,0.000892095133241541,"negative","Metabolomics"
"SM","Factor7",0.000215379669760137,0.00150765768832096,"negative","Metabolomics"
"PC","Factor7",0.00143333821119188,0.00668891165222876,"negative","Metabolomics"
"Amino acids","Factor7",0.0174002856652346,0.0609009998283211,"positive","Metabolomics"
"PE","Factor7",0.0727860904961925,0.16091697135665,"negative","Metabolomics"
"TG","Factor7",0.0804584856783253,0.16091697135665,"negative","Metabolomics"
"Unsaturated FA","Factor7",0.0854100525346346,0.170820105069269,"positive","Metabolomics"
"O-PC","Factor7",0.111479735676449,0.195089537433786,"negative","Metabolomics"
"DG","Factor7",0.233232986224672,0.296841982467764,"negative","Metabolomics"
"Acyl carnitines","Factor7",0.408360027509347,0.519730944102805,"positive","Metabolomics"
"Dipeptides","Factor7",0.646388838658722,0.719384267540047,"positive","Metabolomics"
"LPC","Factor7",0.870270414627484,0.870270414627484,"negative","Metabolomics"
"C24 Bile acids","Factor7",1,1,"positive","Metabolomics"
"DG","Factor7",1,1,"positive","Metabolomics"
"LPC","Factor7",1,1,"positive","Metabolomics"
"LPE","Factor7",1,1,"positive","Metabolomics"
"O-PC","Factor7",1,1,"positive","Metabolomics"
"O-PE","Factor7",1,1,"positive","Metabolomics"
"PC","Factor7",1,1,"positive","Metabolomics"
"PE","Factor7",1,1,"positive","Metabolomics"
"SM","Factor7",1,1,"positive","Metabolomics"
"TG","Factor7",1,1,"positive","Metabolomics"
"Acyl carnitines","Factor7",1,1,"negative","Metabolomics"
"Amino acids","Factor7",1,1,"negative","Metabolomics"
"C24 Bile acids","Factor7",1,1,"negative","Metabolomics"
"Dipeptides","Factor7",1,1,"negative","Metabolomics"
"LPE","Factor7",1,1,"negative","Metabolomics"
"Unsaturated FA","Factor7",1,1,"negative","Metabolomics"
"PE","Factor8",1.83001437715403e-09,2.56202012801564e-08,"negative","Metabolomics"
"Dipeptides","Factor8",1.36875551091999e-07,1.91625771528798e-06,"positive","Metabolomics"
"PC","Factor8",0.0003243101993681,0.00211535034389201,"negative","Metabolomics"
"LPC","Factor8",0.000347419365778563,0.00243193556044994,"positive","Metabolomics"
"TG","Factor8",0.00956564690460263,0.0334797641661092,"negative","Metabolomics"
"DG","Factor8",0.0191365697536639,0.0893039921837648,"positive","Metabolomics"
"O-PE","Factor8",0.147034926383875,0.228720996597139,"negative","Metabolomics"
"Amino acids","Factor8",0.116643549190255,0.233287098380509,"positive","Metabolomics"
"PC","Factor8",0.144105658135276,0.252184901736734,"positive","Metabolomics"
"LPE","Factor8",0.23393346279509,0.363896497681251,"positive","Metabolomics"
"SM","Factor8",0.408560407977475,0.476653809307055,"positive","Metabolomics"
"O-PC","Factor8",0.713714137615162,0.713714137615162,"positive","Metabolomics"
"Acyl carnitines","Factor8",1,1,"positive","Metabolomics"
"C24 Bile acids","Factor8",1,1,"positive","Metabolomics"
"O-PE","Factor8",1,1,"positive","Metabolomics"
"PE","Factor8",1,1,"positive","Metabolomics"
"TG","Factor8",1,1,"positive","Metabolomics"
"Unsaturated FA","Factor8",1,1,"positive","Metabolomics"
"Acyl carnitines","Factor8",1,1,"negative","Metabolomics"
"Amino acids","Factor8",1,1,"negative","Metabolomics"
"C24 Bile acids","Factor8",1,1,"negative","Metabolomics"
"DG","Factor8",1,1,"negative","Metabolomics"
"Dipeptides","Factor8",1,1,"negative","Metabolomics"
"LPC","Factor8",1,1,"negative","Metabolomics"
"LPE","Factor8",1,1,"negative","Metabolomics"
"O-PC","Factor8",1,1,"negative","Metabolomics"
"SM","Factor8",1,1,"negative","Metabolomics"
"Unsaturated FA","Factor8",1,1,"negative","Metabolomics"
"O-PC","Factor9",4.57745904668311e-06,3.20422133267818e-05,"positive","Metabolomics"
"SM","Factor9",4.16283862691927e-06,3.20422133267818e-05,"positive","Metabolomics"
"LPC","Factor9",1.3970475760955e-05,6.51955535511233e-05,"positive","Metabolomics"
"DG","Factor9",6.06416621405643e-05,0.000212245817491975,"positive","Metabolomics"
"PE","Factor9",6.82207709758748e-05,0.000955090793662247,"negative","Metabolomics"
"LPE","Factor9",0.00131599101764835,0.00307064570784614,"positive","Metabolomics"
"TG","Factor9",0.00234838455342107,0.00469676910684214,"positive","Metabolomics"
"Amino acids","Factor9",0.00174168297388504,0.0081278538781302,"negative","Metabolomics"
"O-PE","Factor9",0.00490850182246973,0.00858987818932203,"positive","Metabolomics"
"Dipeptides","Factor9",0.616231480628948,0.66363390221579,"positive","Metabolomics"
"PC","Factor9",0.736482698672087,0.793135213954556,"negative","Metabolomics"
"SM","Factor9",0.628406377753676,0.793135213954556,"negative","Metabolomics"
"TG","Factor9",0.690461479512245,0.793135213954556,"negative","Metabolomics"
"Acyl carnitines","Factor9",0.908639944017035,0.908639944017035,"negative","Metabolomics"
"Acyl carnitines","Factor9",1,1,"positive","Metabolomics"
"Amino acids","Factor9",1,1,"positive","Metabolomics"
"C24 Bile acids","Factor9",1,1,"positive","Metabolomics"
"PC","Factor9",1,1,"positive","Metabolomics"
"PE","Factor9",1,1,"positive","Metabolomics"
"Unsaturated FA","Factor9",1,1,"positive","Metabolomics"
"C24 Bile acids","Factor9",1,1,"negative","Metabolomics"
"DG","Factor9",1,1,"negative","Metabolomics"
"Dipeptides","Factor9",1,1,"negative","Metabolomics"
"LPC","Factor9",1,1,"negative","Metabolomics"
"LPE","Factor9",1,1,"negative","Metabolomics"
"O-PC","Factor9",1,1,"negative","Metabolomics"
"O-PE","Factor9",1,1,"negative","Metabolomics"
"Unsaturated FA","Factor9",1,1,"negative","Metabolomics"
